complaint_id,filed_on,resolved_on,ward,category,description,status,channel,priority,citizen_age,satisfaction_score
GRV-2211,2024-10-24,,Ward-02,Street Lighting,Electric pole fallen on road – dangerous,In Progress,Phone Call,High,33.0,nan
GRV-2212,2025-09-01,,Ward-15,Road & Infrastructure,Speed breaker removed without notice,In Progress,Walk-In,Low,28.0,nan
GRV-2213,2026-03-25,,Ward-16,Water Supply,Low water pressure in pipes,Open,,Low,56.0,nan
GRV-2214,2025-10-22,,Ward-16,Public Property,Tree fallen on parked vehicles,In Progress,Walk-In,Low,31.0,nan
GRV-2215,2025-11-20,,Ward-03,Noise & Pollution,Burning of garbage creating air pollution,In Progress,WhatsApp,High,68.0,nan
GRV-2216,2025-01-14,,Ward-09,Sewage & Drainage,Manhole cover missing – safety hazard,In Progress,Website,Critical,,nan
GRV-2217,2025-10-28,,Ward-19,Noise & Pollution,Construction noise beyond permitted hours,In Progress,Mobile App,High,18.0,nan
GRV-2218,2025-09-21,,Ward-11,Waste Management,Garbage truck does not come on schedule,Open,Website,High,26.0,nan
GRV-2219,2025-07-26,,,Waste Management,Illegal dumping of waste on street,Open,Phone Call,Medium,65.0,nan
GRV-2220,2025-10-06,,Ward-10,Public Property,Tree fallen on parked vehicles,Open,WhatsApp,Medium,,nan
GRV-2221,2025-05-02,,Ward-06,Water Supply,Water meter not working properly,Open,Mobile App,Medium,50.0,nan
GRV-2222,2024-12-21,,,Waste Management,Garbage truck does not come on schedule,Open,Phone Call,High,73.0,nan
GRV-2223,2025-11-06,,Ward-12,Public Property,Tree fallen on parked vehicles,Open,Mobile App,Medium,65.0,nan
GRV-2224,2025-04-19,,Ward-17,Road & Infrastructure,Road completely waterlogged after rain,Open,Phone Call,Medium,27.0,nan
GRV-2225,2025-10-28,,Ward-06,Street Lighting,Short circuit sparks from street light,Open,Mobile App,Low,74.0,nan
GRV-2226,2025-08-16,2025-09-08,Ward-18,Sewage & Drainage,Blocked drain causing flooding in colony,Resolved,WhatsApp,Medium,61.0,1.0
GRV-2227,2025-03-11,2025-03-28,Ward-04,Sewage & Drainage,Sewage mixing with drinking water pipeline,Resolved,Website,Medium,50.0,5.0
GRV-2228,2025-07-14,2025-08-09,Ward-01,Water Supply,No water supply for 3 days,Resolved,Website,Medium,31.0,5.0
GRV-2229,2026-03-04,,Ward-15,Public Property,Tree fallen on parked vehicles,Open,WhatsApp,Medium,45.0,nan
GRV-2230,2025-01-12,2025-01-30,Ward-01,Road & Infrastructure,Road completely waterlogged after rain,Resolved,,High,,2.0
GRV-2231,2025-07-04,,Ward-05,Water Supply,Low water pressure in pipes,Open,Walk-In,Medium,37.0,nan
GRV-2232,2026-03-30,,Ward-14,Waste Management,Overflowing dustbin near bus stop,Rejected,Mobile App,Low,51.0,nan
GRV-2233,2024-12-04,2024-12-19,Ward-02,Noise & Pollution,Loud music from nearby event venue,Resolved,Walk-In,Low,66.0,5.0
GRV-2234,2025-10-04,,Ward-16,Noise & Pollution,Dust from road construction affecting residents,In Progress,Mobile App,Critical,45.0,nan
GRV-2235,2025-08-13,,Ward-01,Water Supply,No water supply for 3 days,Open,Mobile App,High,64.0,nan
GRV-2236,2025-08-11,,Ward-07,Sewage & Drainage,Blocked drain causing flooding in colony,In Progress,Walk-In,Medium,,nan
GRV-2237,2025-02-07,,Ward-09,Water Supply,No water supply for 3 days,Open,WhatsApp,Medium,71.0,nan
GRV-2238,2025-06-22,2025-06-24,Ward-20,Waste Management,Garbage truck does not come on schedule,Resolved,Walk-In,Medium,60.0,2.0
GRV-2239,2025-02-07,2025-02-23,Ward-01,Water Supply,No water supply for 3 days,Resolved,WhatsApp,Low,29.0,2.0
GRV-2240,2026-03-11,,Ward-18,Waste Management,Illegal dumping of waste on street,Open,Mobile App,Critical,63.0,nan
GRV-2241,2025-03-15,2025-04-04,Ward-16,Water Supply,Low water pressure in pipes,Closed,Phone Call,Medium,37.0,1.0
GRV-2242,2025-03-27,2025-04-05,Ward-04,Waste Management,No waste bins available in the area,Resolved,Walk-In,High,63.0,2.0
GRV-2243,2024-12-07,,Ward-08,Street Lighting,Short circuit sparks from street light,Open,Website,Low,21.0,nan
GRV-2244,2025-07-02,,Ward-17,Road & Infrastructure,Large pothole causing accidents on highway,In Progress,,Low,46.0,nan
GRV-2245,2025-01-12,2025-02-05,Ward-18,Noise & Pollution,Burning of garbage creating air pollution,Resolved,Mobile App,Low,39.0,2.0
GRV-2246,2025-11-30,,Ward-15,Street Lighting,Street lights not working for 2 weeks,In Progress,WhatsApp,High,30.0,nan
GRV-2247,2025-02-21,,Ward-14,Public Property,Stray dogs attacking residents near park,Open,Phone Call,Critical,,nan
GRV-2248,2025-11-20,2025-11-29,Ward-16,Street Lighting,Frequent power fluctuation in area,Closed,Phone Call,Low,65.0,2.0
GRV-2249,2025-03-05,2025-03-15,,Public Property,Stray dogs attacking residents near park,Resolved,,Medium,72.0,2.0
GRV-2250,2025-06-27,,Ward-13,Sewage & Drainage,Sewage overflowing onto road,Open,Website,Medium,33.0,nan
GRV-2251,2025-06-10,,Ward-07,Water Supply,Low water pressure in pipes,Open,Phone Call,Low,37.0,nan
GRV-2252,2025-08-06,,Ward-14,Noise & Pollution,Loud music from nearby event venue,Open,Website,Low,35.0,nan
GRV-2253,2024-10-19,,Ward-13,Public Property,Encroachment on footpath by shop owners,In Progress,Phone Call,Medium,20.0,nan
GRV-2254,2025-05-16,,Ward-17,Sewage & Drainage,Manhole cover missing – safety hazard,Rejected,Phone Call,Low,47.0,nan
GRV-2255,2025-02-16,,Ward-16,Street Lighting,Street lights not working for 2 weeks,Open,Website,Low,63.0,nan
GRV-2256,2024-11-16,,Ward-02,Waste Management,Garbage not collected for a week,Open,Mobile App,Medium,44.0,nan
GRV-2257,2026-02-20,,Ward-11,Water Supply,Low water pressure in pipes,In Progress,Walk-In,Medium,26.0,nan
GRV-2258,2024-12-16,2024-12-26,Ward-17,Sewage & Drainage,Sewage overflowing onto road,Resolved,Website,High,30.0,2.0
GRV-2259,2025-07-02,2025-07-15,Ward-16,Waste Management,Illegal dumping of waste on street,Resolved,WhatsApp,Low,45.0,2.0
GRV-2260,2025-10-17,,Ward-02,Road & Infrastructure,Road construction debris not cleared,In Progress,Website,High,50.0,nan
GRV-2261,2025-02-20,,Ward-13,Water Supply,Water pipeline leakage on main road,In Progress,Website,Medium,47.0,nan
GRV-2262,2025-07-30,,,Water Supply,Low water pressure in pipes,In Progress,Phone Call,High,49.0,nan
GRV-2263,2024-10-03,,Ward-10,Waste Management,No waste bins available in the area,In Progress,Website,Medium,31.0,nan
GRV-2264,2025-03-26,2025-04-14,Ward-18,Water Supply,Water meter not working properly,Resolved,WhatsApp,Medium,71.0,3.0
GRV-2265,2025-08-28,2025-09-27,Ward-17,Street Lighting,Broken street light reported multiple times,Closed,Mobile App,Medium,40.0,1.0
GRV-2266,2026-01-06,,Ward-20,Street Lighting,Broken street light reported multiple times,Rejected,Phone Call,High,63.0,nan
GRV-2267,2025-06-03,,Ward-19,Road & Infrastructure,Broken footpath causing injury to pedestrians,Open,Mobile App,Low,42.0,nan
GRV-2268,2024-12-05,2024-12-30,Ward-19,Road & Infrastructure,Broken footpath causing injury to pedestrians,Resolved,Mobile App,High,63.0,1.0
GRV-2269,2025-09-08,,Ward-14,Public Property,Tree fallen on parked vehicles,In Progress,Phone Call,Critical,25.0,nan
GRV-2270,2025-08-13,,Ward-08,Street Lighting,Electric pole fallen on road – dangerous,Open,Walk-In,Low,55.0,nan
GRV-2271,2026-02-07,,Ward-03,Road & Infrastructure,Road construction debris not cleared,Open,Phone Call,Low,66.0,nan
GRV-2272,2025-02-10,,Ward-02,Waste Management,Garbage not collected for a week,In Progress,Website,Medium,46.0,nan
GRV-2273,2024-12-15,,Ward-14,Street Lighting,Broken street light reported multiple times,In Progress,Phone Call,Low,26.0,nan
GRV-2274,2024-10-23,,Ward-11,Street Lighting,Broken street light reported multiple times,Open,Website,Medium,26.0,nan
GRV-2275,2024-11-21,,Ward-16,Road & Infrastructure,Road construction debris not cleared,Open,Mobile App,Medium,35.0,nan
GRV-2276,2025-07-27,,Ward-11,Waste Management,Illegal dumping of waste on street,In Progress,Walk-In,Medium,,nan
GRV-2277,2026-03-06,,Ward-03,Road & Infrastructure,Speed breaker removed without notice,Open,WhatsApp,Low,62.0,nan
GRV-2278,2025-11-06,,Ward-19,Road & Infrastructure,Large pothole causing accidents on highway,Open,Website,High,37.0,nan
GRV-2279,2024-10-11,2024-11-10,Ward-19,Sewage & Drainage,Sewage overflowing onto road,Resolved,Mobile App,Medium,42.0,1.0
GRV-2280,2024-10-14,,Ward-17,Road & Infrastructure,Large pothole causing accidents on highway,In Progress,Website,Medium,25.0,nan
GRV-2281,2026-01-26,2026-02-25,Ward-10,Road & Infrastructure,Large pothole causing accidents on highway,Resolved,WhatsApp,High,67.0,2.0
GRV-2282,2024-10-14,,Ward-14,Street Lighting,Broken street light reported multiple times,Open,Website,Low,42.0,nan
GRV-2283,2025-03-21,2025-04-05,Ward-18,Sewage & Drainage,Manhole cover missing – safety hazard,Resolved,Walk-In,High,72.0,2.0
GRV-2284,2025-07-10,2025-07-18,Ward-19,Public Property,Encroachment on footpath by shop owners,Closed,Website,Low,,5.0
GRV-2285,2025-09-27,,Ward-18,Noise & Pollution,Loud music from nearby event venue,Open,WhatsApp,High,49.0,nan
GRV-2286,2025-01-11,2025-01-26,Ward-02,Street Lighting,Broken street light reported multiple times,Resolved,WhatsApp,Low,30.0,4.0
GRV-2287,2025-11-07,,,Street Lighting,Frequent power fluctuation in area,Open,Phone Call,High,39.0,nan
GRV-2288,2025-11-15,2025-12-13,Ward-03,Street Lighting,Electric pole fallen on road – dangerous,Closed,Walk-In,High,18.0,4.0
GRV-2289,2025-05-17,2025-05-23,Ward-09,Road & Infrastructure,Broken footpath causing injury to pedestrians,Resolved,WhatsApp,Low,56.0,4.0
GRV-2290,2024-11-22,,Ward-01,Waste Management,Garbage not collected for a week,Open,Walk-In,High,71.0,nan
GRV-2291,2025-01-13,,Ward-14,Road & Infrastructure,Speed breaker removed without notice,In Progress,Website,Medium,56.0,nan
GRV-2292,2024-12-06,,Ward-05,Water Supply,Low water pressure in pipes,Open,Mobile App,Low,69.0,nan
GRV-2293,2025-10-28,2025-11-20,,Noise & Pollution,Burning of garbage creating air pollution,Resolved,Walk-In,Medium,62.0,4.0
GRV-2294,2025-12-09,2025-12-25,Ward-02,Water Supply,Water pipeline leakage on main road,Resolved,Mobile App,Medium,39.0,2.0
GRV-2295,2026-01-09,2026-01-15,Ward-14,Road & Infrastructure,Large pothole causing accidents on highway,Closed,Phone Call,Medium,47.0,2.0
GRV-2296,2025-08-09,2025-08-18,Ward-05,Water Supply,Water pipeline leakage on main road,Closed,Walk-In,Low,30.0,3.0
GRV-2297,2025-09-16,2025-09-19,Ward-17,Public Property,Encroachment on footpath by shop owners,Closed,WhatsApp,Critical,32.0,5.0
GRV-2298,2025-09-18,,Ward-03,Sewage & Drainage,Foul smell from open drainage channel,In Progress,Walk-In,Medium,45.0,nan
GRV-2299,2025-04-10,,Ward-19,Noise & Pollution,Burning of garbage creating air pollution,Open,Website,High,32.0,nan
GRV-2300,2026-01-11,2026-02-08,Ward-07,Public Property,Public toilet locked / not accessible,Closed,Walk-In,Low,72.0,3.0
GRV-2301,2025-08-05,,Ward-09,Waste Management,Illegal dumping of waste on street,In Progress,WhatsApp,Low,45.0,nan
GRV-2302,2024-10-13,2024-11-03,Ward-04,Sewage & Drainage,Foul smell from open drainage channel,Resolved,Phone Call,Medium,44.0,2.0
GRV-2303,2025-03-05,,Ward-05,Street Lighting,Frequent power fluctuation in area,Rejected,Phone Call,Medium,53.0,nan
GRV-2304,2024-11-13,,Ward-20,Road & Infrastructure,Broken footpath causing injury to pedestrians,Open,Mobile App,High,21.0,nan
GRV-2305,2025-01-19,2025-01-25,Ward-08,Public Property,Park benches broken and vandalised,Resolved,Phone Call,Medium,43.0,3.0
GRV-2306,2025-02-23,2025-03-02,Ward-04,Road & Infrastructure,Broken footpath causing injury to pedestrians,Closed,WhatsApp,High,20.0,1.0
GRV-2307,2025-06-28,,Ward-13,Noise & Pollution,Loud music from nearby event venue,In Progress,Phone Call,Medium,73.0,nan
GRV-2308,2025-08-30,,Ward-06,Noise & Pollution,Factory emitting foul-smelling smoke,Open,Website,Medium,22.0,nan
GRV-2309,2025-07-14,2025-07-16,Ward-09,Noise & Pollution,Loud music from nearby event venue,Resolved,Mobile App,High,74.0,5.0
GRV-2310,2025-07-23,2025-08-19,Ward-11,Street Lighting,Short circuit sparks from street light,Resolved,Website,High,28.0,1.0
GRV-2311,2025-06-01,2025-06-16,,Noise & Pollution,Construction noise beyond permitted hours,Resolved,Phone Call,Medium,63.0,4.0
GRV-2312,2025-09-30,2025-10-29,Ward-18,Road & Infrastructure,Speed breaker removed without notice,Resolved,Phone Call,Medium,26.0,1.0
GRV-2313,2024-11-15,2024-11-16,Ward-06,Water Supply,No water supply for 3 days,Resolved,Website,High,46.0,2.0
GRV-2314,2025-08-25,,Ward-10,Waste Management,Garbage not collected for a week,In Progress,Phone Call,Medium,74.0,nan
GRV-2315,2025-05-05,,Ward-05,Water Supply,Low water pressure in pipes,Open,WhatsApp,Medium,65.0,nan
GRV-2316,2025-03-14,,,Noise & Pollution,Burning of garbage creating air pollution,In Progress,Walk-In,Low,32.0,nan
GRV-2317,2025-03-06,2025-03-20,Ward-10,Public Property,Encroachment on footpath by shop owners,Resolved,Walk-In,Low,39.0,3.0
GRV-2318,2025-09-02,,Ward-13,Road & Infrastructure,Road completely waterlogged after rain,In Progress,WhatsApp,Low,65.0,nan
GRV-2319,2025-02-16,2025-02-22,Ward-08,Water Supply,Water meter not working properly,Resolved,Mobile App,Critical,30.0,5.0
GRV-2320,2025-12-05,2025-12-07,Ward-06,Waste Management,Illegal dumping of waste on street,Resolved,Mobile App,Medium,,2.0
GRV-2321,2026-02-10,,Ward-03,Street Lighting,Broken street light reported multiple times,Open,Phone Call,Low,30.0,nan
GRV-2322,2024-11-07,,Ward-17,Sewage & Drainage,Sewage overflowing onto road,Open,Website,High,45.0,nan
GRV-2323,2025-03-07,,Ward-07,Street Lighting,Short circuit sparks from street light,Open,Walk-In,Critical,66.0,nan
GRV-2324,2025-06-25,,Ward-16,Noise & Pollution,Burning of garbage creating air pollution,Open,Website,Low,,nan
GRV-2325,2026-02-02,2026-03-02,Ward-10,Noise & Pollution,Factory emitting foul-smelling smoke,Resolved,Walk-In,Medium,60.0,2.0
GRV-2326,2025-02-22,,Ward-09,Street Lighting,Frequent power fluctuation in area,Open,Walk-In,Medium,34.0,nan
GRV-2327,2025-12-08,,Ward-15,Waste Management,Illegal dumping of waste on street,In Progress,Mobile App,Low,21.0,nan
GRV-2328,2024-11-15,,Ward-13,Waste Management,Illegal dumping of waste on street,Rejected,Walk-In,High,28.0,nan
GRV-2329,2025-10-09,2025-11-02,Ward-09,Public Property,Stray dogs attacking residents near park,Resolved,Mobile App,Low,41.0,4.0
GRV-2330,2025-10-17,,Ward-08,Water Supply,No water supply for 3 days,Open,Website,Critical,47.0,nan
GRV-2331,2024-11-30,2024-12-14,Ward-02,Sewage & Drainage,Sewage mixing with drinking water pipeline,Resolved,Mobile App,Low,48.0,1.0
GRV-2332,2025-05-25,,Ward-13,Sewage & Drainage,Manhole cover missing – safety hazard,Open,Phone Call,Low,38.0,nan
GRV-2333,2026-01-16,,Ward-09,Sewage & Drainage,Sewage overflowing onto road,In Progress,Walk-In,Medium,53.0,nan
GRV-2334,2026-02-05,,Ward-11,Road & Infrastructure,Speed breaker removed without notice,Open,WhatsApp,Medium,55.0,nan
GRV-2335,2025-01-23,,Ward-05,Road & Infrastructure,Large pothole causing accidents on highway,Open,Website,High,52.0,nan
GRV-2336,2025-02-24,2025-03-18,Ward-14,Noise & Pollution,Burning of garbage creating air pollution,Resolved,Phone Call,Critical,72.0,4.0
GRV-2337,2025-12-23,2025-12-25,Ward-09,Road & Infrastructure,Road construction debris not cleared,Resolved,WhatsApp,Medium,34.0,5.0
GRV-2338,2026-01-04,2026-01-31,Ward-16,Waste Management,Illegal dumping of waste on street,Resolved,Walk-In,Medium,19.0,3.0
GRV-2339,2025-03-19,,Ward-05,Public Property,Stray dogs attacking residents near park,Open,Mobile App,Low,41.0,nan
GRV-2340,2025-07-02,,Ward-15,Water Supply,Water pipeline leakage on main road,Open,Website,Low,71.0,nan
GRV-2341,2025-03-27,,Ward-18,Street Lighting,Street lights not working for 2 weeks,In Progress,Website,Medium,31.0,nan
GRV-2342,2025-10-19,,Ward-03,Water Supply,Low water pressure in pipes,Open,Walk-In,High,65.0,nan
GRV-2343,2026-01-07,2026-01-13,Ward-09,Waste Management,Overflowing dustbin near bus stop,Resolved,WhatsApp,High,60.0,2.0
GRV-2344,2024-10-23,,Ward-01,Sewage & Drainage,Blocked drain causing flooding in colony,In Progress,WhatsApp,High,60.0,nan
GRV-2345,2025-05-04,2025-05-30,Ward-08,Waste Management,No waste bins available in the area,Closed,Website,Medium,21.0,4.0
GRV-2346,2025-06-14,,Ward-04,Road & Infrastructure,Large pothole causing accidents on highway,Open,Website,Medium,35.0,nan
GRV-2347,2025-07-27,,Ward-03,Water Supply,Dirty/contaminated water coming from tap,Open,Website,High,32.0,nan
GRV-2348,2024-10-28,,Ward-09,Public Property,Stray dogs attacking residents near park,In Progress,WhatsApp,Medium,21.0,nan
GRV-2349,2025-04-02,2025-04-23,Ward-15,Road & Infrastructure,Large pothole causing accidents on highway,Resolved,Phone Call,Critical,48.0,1.0
GRV-2350,2024-12-06,,Ward-02,Public Property,Encroachment on footpath by shop owners,Open,Phone Call,Medium,,nan
GRV-2351,2025-10-23,,Ward-20,Water Supply,No water supply for 3 days,In Progress,Website,Low,50.0,nan
GRV-2352,2026-01-14,,Ward-13,Road & Infrastructure,Road completely waterlogged after rain,Open,Mobile App,Low,38.0,nan
GRV-2353,2025-07-09,,Ward-13,Waste Management,Overflowing dustbin near bus stop,In Progress,Phone Call,Medium,41.0,nan
GRV-2354,2025-12-25,,Ward-16,Public Property,Public toilet locked / not accessible,Open,Website,High,36.0,nan
GRV-2355,2025-02-19,,Ward-04,Road & Infrastructure,Road construction debris not cleared,Open,Phone Call,Medium,55.0,nan
GRV-2356,2025-11-27,2025-12-03,Ward-16,Street Lighting,Short circuit sparks from street light,Closed,Phone Call,Medium,48.0,1.0
GRV-2357,2025-01-20,2025-01-30,Ward-12,Street Lighting,Street lights not working for 2 weeks,Resolved,WhatsApp,Low,,5.0
GRV-2358,2025-10-22,,Ward-17,Public Property,Stray dogs attacking residents near park,Open,Phone Call,Critical,66.0,nan
GRV-2359,2025-06-05,2025-07-03,Ward-05,Public Property,Public toilet locked / not accessible,Resolved,Website,Medium,24.0,5.0
GRV-2360,2025-07-13,,Ward-15,Public Property,Encroachment on footpath by shop owners,Open,Website,Low,,nan
GRV-2361,2025-01-21,,Ward-05,Noise & Pollution,Loud music from nearby event venue,Open,Phone Call,High,69.0,nan
GRV-2362,2025-01-29,,Ward-02,Sewage & Drainage,Manhole cover missing – safety hazard,Open,WhatsApp,Low,43.0,nan
GRV-2363,2025-03-10,,Ward-14,Water Supply,Water meter not working properly,Open,Website,Low,38.0,nan
GRV-2364,2024-12-26,2025-01-05,Ward-12,Public Property,Encroachment on footpath by shop owners,Resolved,Phone Call,Medium,29.0,1.0
GRV-2365,2025-01-23,,Ward-15,Noise & Pollution,Dust from road construction affecting residents,Open,Walk-In,High,33.0,nan
GRV-2366,2025-10-22,,Ward-14,Noise & Pollution,Loud music from nearby event venue,Open,Phone Call,Medium,26.0,nan
GRV-2367,2025-04-21,2025-05-12,Ward-15,Public Property,Stray dogs attacking residents near park,Resolved,WhatsApp,High,56.0,2.0
GRV-2368,2026-03-05,,Ward-03,Road & Infrastructure,Road completely waterlogged after rain,Open,WhatsApp,Low,36.0,nan
GRV-2369,2026-02-02,,Ward-01,Public Property,Park benches broken and vandalised,In Progress,Mobile App,Medium,42.0,nan
GRV-2370,2025-10-22,2025-11-15,Ward-15,Water Supply,Low water pressure in pipes,Resolved,Website,High,53.0,1.0
GRV-2371,2025-11-25,2025-12-08,Ward-10,Public Property,Encroachment on footpath by shop owners,Resolved,WhatsApp,High,21.0,2.0
